0x7dDd79626FE7f18235FF24b6f9fF70a5b7086A0E,2283.1
0x2c982aAB9D144C42E5376F0Dd4Bc0C8EDC7Bae9E,696.34
0xd6F2C4A33ee4B3E9225015d7f582D627D7577071,696.34
0xf4Fb8403116479216023BD2C8c86409bDaD067a5,696.34
0xb5AD07e408435A70FBa787E3BB20dD4a627f4F8e,696.34
0xF3376d4238Abe2b26F443A3443aF73083d737ac0,696.34
0x3c0EE40A9067E1F3436f9538084c81204F5b3c35,696.34
0x7D1269c93ac3633Fff04a87255104879927808C1,696.34
0x2480FC502a10D767d80200D8D8485751875a292e,696.34
0x62be003ab41e55Ec69521AF71Af39dD000A2DaBC,696.34
0xeA3492664A6A493e96fa56763c60BCC89f26094a,696.34
0xCf2b7c6Bc98bfE0D6138A25a3b6162B51F75e05d,114.15
0x5daBF0F768dE779F979BC900618e2E4ab401CCFB,114.15
0x7ad40D2023dF95dE05decFDEFff1664D8B11d537,114.15
0xCfF2e1C3E7dAf8905e937AC98453539264B2165C,114.15
0xf5e9E4A217989A54A13a2F9402bFe0Bea4BBA8B9,114.15
0xa0e06F23afbFce8082ACe99B0eca27f6eFf3E693,114.15
0x90ca2ea76f330ba39390af5628877440c1532c6d,114.15
0x73b3270b70E59cAc6c20b3E1977683cabCD250E8,114.15
0xE68F205AE7B3fbb733199ac2892E38378a9837A8,114.15
0xd89a37B59DABe7DB400A0416CC7570921Ff209d9,114.15
0xEabe3C09B01C7E15573a0aF50c678145318FC32b,114.15
0x8322C74Cb25eA78Ba64602679ddA7e2DFD2329f9,114.15
0x9006950076a9a832312e18a8afb9f0e68ded3043,114.15
0x35835a8c735343ac21fe8ea62348cf2ef817b187,114.15
0xa0EEeda8Ac5d8730B15678C35Ca1EAfF6c5414EA,114.15
0x4b1c7d17e235fa075e432653c9acbc2b2b4c2948,114.15
0xDBD9bFB780616dD277d61286441855FdfFdE5050,114.15
0x2E70cf81f2a691A2bD6daBbb49f1be149Ed7908d,114.15
0x9a78D528ADcfbC507574E61a93e11E2C101c0991,114.15
0xc8ab32ce0caba532c789848fed769edebc19ecca,114.15
0xbf8887fc01B2Cb22dDDf6129C7dC6302ca59a350,114.15
0x7694B7779416Df2Ae22c3a2983e4FFEDd3C92E17,114.15
0xb5AD07e408435A70FBa787E3BB20dD4a627f4F8e,114.15
0x0f997FA34Eb5CFC0A7168EC55CC15E132A3D10c3,114.15
0x2220F04f1d9db5f996D7478FbAEa02D458383405,114.15
0x604fbf3d4DbaCEFc33F009949Dbb7fa03F4391Fe,114.15
0xF019c07721B6F980F5B344Bb1Ca2D2d12a61Bd9c,114.15
0x919D5238231566B0eA871739efBce0700c2a0fEb,114.15
0xF3B3860920D4D0949d1702A6e013eb875E0cbd4B,114.15
0x94E87864A52d7A930fd8A12Cb903a55BDB994582,114.15
0xB546B6b0fcDCc63f64F0e101663B3E436Dff7b16,114.15
0x1fe21b8d0d55ae38b7dfb081a182a1e2a44ceb59,114.15
0x2C9A12e35669b578c2EFEc845e116e7388efc9D8,114.15
0xf47f4743cE8047fF8400a2718daE4CDAE5632e86,114.15
0x371E4532b9028b41749ef8A2f59C2BC3474Ec949,114.15
0x476FE725cf1CAC5001a2827c1FFB5bec17584af2,114.15
0x1f8AC4EFDe8db2A268A588229e2a6349d2B4BCff,114.15
0xE1Bf57702F93E042C4A1c2B5a36F5A785baf00f5,114.15
0x6f1eB522696b1C7e842Bf32cb0BF0d4084B9CeA2,114.15
